0.077764	0.94742	4.2487	7.0608	4.873	4.2687	9.1061	12.602	9.0283	3.3217	0.63098	0.081912	0.076605	0.15584	0.2	0.15576	0.073576	0.02108	0.0036631	0.00038609
0.081467	0.99253	4.4507	7.3906	5.0387	4.1205	8.5843	11.869	8.5029	3.1288	0.59813	0.099451	0.15	0.31159	0.4	0.31152	0.14715	0.04216	0.0073263	0.00077218
0.08517	1.0376	4.6527	7.7204	5.2044	3.9723	8.0626	11.136	7.9775	2.9359	0.56529	0.11699	0.2234	0.46735	0.6	0.46728	0.22073	0.06324	0.010989	0.0011583
0.088873	1.0827	4.8547	8.0502	5.37	3.8241	7.5408	10.403	7.4521	2.743	0.53244	0.13453	0.2968	0.6231	0.8	0.62304	0.2943	0.084319	0.014653	0.0015444
0.092576	1.1279	5.0567	8.38	5.5357	3.6759	7.019	9.6695	6.9266	2.55	0.49959	0.15207	0.3702	0.77886	1	0.7788	0.36788	0.1054	0.018316	0.0019305
0.096279	1.173	5.2587	8.7098	5.7014	3.5277	6.4973	8.9362	6.4012	2.3571	0.46674	0.16961	0.4436	0.93462	1.2	0.93456	0.44146	0.12648	0.021979	0.0023165
0.099982	1.2181	5.4607	9.0396	5.867	3.3795	5.9755	8.203	5.8758	2.1642	0.4339	0.18715	0.517	1.0904	1.4	1.0903	0.51503	0.14756	0.025642	0.0027026
0.10368	1.2632	5.6627	9.3694	6.0327	3.2313	5.4538	7.4698	5.3503	1.9713	0.40105	0.20469	0.5904	1.2461	1.6	1.2461	0.58861	0.16864	0.029305	0.0030887
0.10739	1.3083	5.8647	9.6992	6.1984	3.0831	4.932	6.7366	4.8249	1.7784	0.3682	0.22223	0.6638	1.4019	1.8	1.4018	0.66218	0.18972	0.032968	0.0034748
0.11109	1.3534	6.0667	10.029	6.364	2.9349	4.4103	6.0034	4.2995	1.5854	0.33535	0.23977	0.7372	1.5576	2	1.5576	0.73576	0.2108	0.036631	0.0038609
0.044437	0.54138	2.4277	4.0319	2.7547	2.2811	4.7735	6.6014	4.7299	1.7517	0.44215	0.68534	2.2824	4.8286	6.2	4.8286	2.2809	0.65348	0.11356	0.011969
0.05581	0.67994	3.0488	5.0588	3.4079	2.5904	5.249	7.2493	5.1939	1.922	0.47021	0.66438	2.1985	4.6506	5.9714	4.6506	2.1968	0.62938	0.10937	0.011528
0.067184	0.8185	3.67	6.0857	4.0611	2.8996	5.7244	7.8973	5.6579	2.0922	0.49826	0.64341	2.1146	4.4726	5.7429	4.4725	2.1127	0.60529	0.10518	0.011086
0.078557	0.95707	4.2911	7.1127	4.7144	3.2089	6.1998	8.5453	6.1219	2.2625	0.52632	0.62245	2.0306	4.2946	5.5143	4.2945	2.0286	0.5812	0.101	0.010645
0.089931	1.0956	4.9122	8.1396	5.3676	3.5182	6.6752	9.1932	6.5859	2.4328	0.55438	0.60148	1.9467	4.1166	5.2857	4.1165	1.9445	0.55711	0.096811	0.010204
0.1013	1.2342	5.5333	9.1665	6.0208	3.8274	7.1506	9.8412	7.05	2.6031	0.58243	0.58052	1.8628	3.9386	5.0571	3.9385	1.8604	0.53302	0.092625	0.0097626
0.11268	1.3728	6.1545	10.193	6.674	4.1367	7.626	10.489	7.514	2.7733	0.61049	0.55955	1.7789	3.7606	4.8286	3.7605	1.7763	0.50893	0.088438	0.0093213
0.12405	1.5113	6.7756	11.22	7.3272	4.446	8.1014	11.137	7.978	2.9436	0.63855	0.53859	1.6949	3.5826	4.6	3.5825	1.6922	0.48484	0.084252	0.0088801
0.13542	1.6499	7.3967	12.247	7.9804	4.7552	8.5768	11.785	8.442	3.1139	0.6666	0.51762	1.611	3.4045	4.3714	3.4045	1.6082	0.46075	0.080066	0.0084388
0.1468	1.7884	8.0179	13.274	8.6337	5.0645	9.0523	12.433	8.906	3.2841	0.69466	0.49666	1.5271	3.2265	4.1429	3.2265	1.5241	0.43665	0.075879	0.0079976
0.15817	1.927	8.639	14.301	9.2869	5.3738	9.5277	13.081	9.37	3.4544	0.72272	0.47569	1.4431	3.0485	3.9143	3.0484	1.44	0.41256	0.071693	0.0075563
0.16955	2.0656	9.2601	15.328	9.9401	5.683	10.003	13.729	9.8341	3.6247	0.75077	0.45473	1.3592	2.8705	3.6857	2.8704	1.3559	0.38847	0.067506	0.0071151
0.18092	2.2041	9.8812	16.355	10.593	5.9923	10.478	14.377	10.298	3.7949	0.77883	0.43376	1.2753	2.6925	3.4571	2.6924	1.2718	0.36438	0.06332	0.0066739
0.19229	2.3427	10.502	17.382	11.247	6.3016	10.954	15.025	10.762	3.9652	0.80689	0.4128	1.1913	2.5145	3.2286	2.5144	1.1877	0.34029	0.059133	0.0062326
0.20367	2.4812	11.123	18.409	11.9	6.6108	11.429	15.673	11.226	4.1355	0.83494	0.39184	1.1074	2.3365	3	2.3364	1.1036	0.3162	0.054947	0.0057914
